product_id,product_name,피부타입,formula_group,skin_건성,skin_민감성,skin_복합성,skin_약건성,skin_중성,skin_지성,skin_트러블성,v3_count_humectant,v3_count_emollient,v3_count_occlusive,v3_count_barrier,v3_count_soothing,v3_count_active,v3_count_fragrance,v3_count_acid_exfoliant,v3_count_silicone,v3_count_peptide,v3_count_botanical_extract,v3_count_oil_butter,v4_sensory_count_light_ester,v4_sensory_count_volatile_silicone,v4_sensory_count_nonvolatile_silicone,v4_sensory_count_hydrocarbon_occlusive,v4_sensory_count_fatty_alcohol,v4_sensory_count_plant_oil,v4_sensory_count_wax_butter,v4_sensory_count_essential_oil,v4_has_niacinamide,v4_niacinamide_top10,v4_niacinamide_prominence,v4_has_panthenol,v4_panthenol_top10,v4_panthenol_prominence,v4_has_ceramide,v4_ceramide_prominence,v4_has_salicylic,v4_salicylic_prominence,v4_has_cholesterol,v4_has_fatty_acid,v4_acid_exact_count,v4_rule_dry_hydration_completeness,v4_rule_dry_barrier_lipid_completeness,v4_rule_sensitive_recovery_system,v4_rule_sensitive_fragrance_load,v4_rule_sensitive_acid_load,v4_rule_sensitive_essential_oil_load,v4_rule_oily_niacinamide_prominence,v4_rule_oily_heavy_load,v4_rule_oily_light_system,v4_rule_trouble_niacinamide_ceramide,v4_rule_trouble_salicylic_barrier,v4_rule_acid_without_barrier_compensation,v4_evidence_support_score,v4_evidence_caution_score,v4_evidence_conflict_score
A000000010471,라로슈포제 에빠끌라 MAT 세보 컨트롤링 모이스춰라이저,복합성,5d2afbc766b629825e95fa18cc3ab152,0,0,1,0,0,0,0,3,1,2,0,0,2,1,2,2,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,1,0.26086956521739135,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000000010471,라로슈포제 에빠끌라 MAT 세보 컨트롤링 모이스춰라이저,민감성,5d2afbc766b629825e95fa18cc3ab152,0,1,0,0,0,0,0,3,1,2,0,0,2,1,2,2,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,1,0.26086956521739135,0,0,2,0.0,0.0,0.0,0.6321205588285577,0.8646647167633873,0.0,0.0,0.0,0.0,0.0,0.0,0.8646647167633873,0.0,1.0659991835255211,0.0
A000000010471,라로슈포제 에빠끌라 MAT 세보 컨트롤링 모이스춰라이저,트러블성,5d2afbc766b629825e95fa18cc3ab152,0,0,0,0,0,0,1,3,1,2,0,0,2,1,2,2,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,1,0.26086956521739135,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8646647167633873,0.0,0.17293294335267748,0.0
A000000010471,라로슈포제 에빠끌라 MAT 세보 컨트롤링 모이스춰라이저,중성,5d2afbc766b629825e95fa18cc3ab152,0,0,0,0,1,0,0,3,1,2,0,0,2,1,2,2,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,1,0.26086956521739135,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000000117624,엠브리올리스 레 크렘 콘센트레,건성,ecf6b31760f72a7d225b68dbe9a3bf13,1,0,0,0,0,0,0,2,2,3,2,1,0,1,0,0,0,1,2,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,1,0,0.6205379320212862,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8338712653546194,0.0,0.0
A000000117624,엠브리올리스 레 크렘 콘센트레,약건성,ecf6b31760f72a7d225b68dbe9a3bf13,0,0,0,1,0,0,0,2,2,3,2,1,0,1,0,0,0,1,2,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,1,0,0.6205379320212862,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8338712653546194,0.0,0.0
A000000117624,엠브리올리스 레 크렘 콘센트레,지성,ecf6b31760f72a7d225b68dbe9a3bf13,0,0,0,0,0,1,0,2,2,3,2,1,0,1,0,0,0,1,2,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4725636539698279,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000000117624,엠브리올리스 레 크렘 콘센트레,복합성,ecf6b31760f72a7d225b68dbe9a3bf13,0,0,1,0,0,0,0,2,2,3,2,1,0,1,0,0,0,1,2,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000000117624,엠브리올리스 레 크렘 콘센트레,민감성,ecf6b31760f72a7d225b68dbe9a3bf13,0,1,0,0,0,0,0,2,2,3,2,1,0,1,0,0,0,1,2,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,1,0,0.0,0.0,0.0,0.6321205588285577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5056964470628461,0.0
A000000117624,엠브리올리스 레 크렘 콘센트레,트러블성,ecf6b31760f72a7d225b68dbe9a3bf13,0,0,0,0,0,0,1,2,2,3,2,1,0,1,0,0,0,1,2,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000000117624,엠브리올리스 레 크렘 콘센트레,중성,ecf6b31760f72a7d225b68dbe9a3bf13,0,0,0,0,1,0,0,2,2,3,2,1,0,1,0,0,0,1,2,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000000126470,유세린 울트라 센서티브 리페어 크림,건성,c175992337185f80fea909d535efde56,1,0,0,0,0,0,0,5,3,1,1,2,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0.0,1,1,0.8666666666666667,0,0.0,0,0.0,0,0,0,0.6282254714899979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6282254714899979,0.0,0.0
A000000126470,유세린 울트라 센서티브 리페어 크림,약건성,c175992337185f80fea909d535efde56,0,0,0,1,0,0,0,5,3,1,1,2,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0.0,1,1,0.8666666666666667,0,0.0,0,0.0,0,0,0,0.6282254714899979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6282254714899979,0.0,0.0
A000000126470,유세린 울트라 센서티브 리페어 크림,지성,c175992337185f80fea909d535efde56,0,0,0,0,0,1,0,5,3,1,1,2,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0.0,1,1,0.8666666666666667,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25639747477898106,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000000126470,유세린 울트라 센서티브 리페어 크림,복합성,c175992337185f80fea909d535efde56,0,0,1,0,0,0,0,5,3,1,1,2,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0.0,1,1,0.8666666666666667,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000000126470,유세린 울트라 센서티브 리페어 크림,민감성,c175992337185f80fea909d535efde56,0,1,0,0,0,0,0,5,3,1,1,2,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0.0,1,1,0.8666666666666667,0,0.0,0,0.0,0,0,0,0.0,0.0,0.6288836021376135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3018641290260545,0.0,0.0
A000000126470,유세린 울트라 센서티브 리페어 크림,트러블성,c175992337185f80fea909d535efde56,0,0,0,0,0,0,1,5,3,1,1,2,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0.0,1,1,0.8666666666666667,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000000126470,유세린 울트라 센서티브 리페어 크림,중성,c175992337185f80fea909d535efde56,0,0,0,0,1,0,0,5,3,1,1,2,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0.0,1,1,0.8666666666666667,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000000134691,바이오더마 시카비오 포마드,건성,184c3fe1005e402999b9d15608e00ad3,1,0,0,0,0,0,0,6,1,1,0,3,1,0,0,0,1,2,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.5115520671723262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5115520671723262,0.0,0.0
A000000134691,바이오더마 시카비오 포마드,약건성,184c3fe1005e402999b9d15608e00ad3,0,0,0,1,0,0,0,6,1,1,0,3,1,0,0,0,1,2,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.5115520671723262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5115520671723262,0.0,0.0
A000000134691,바이오더마 시카비오 포마드,지성,184c3fe1005e402999b9d15608e00ad3,0,0,0,0,0,1,0,6,1,1,0,3,1,0,0,0,1,2,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25639747477898106,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000000134691,바이오더마 시카비오 포마드,복합성,184c3fe1005e402999b9d15608e00ad3,0,0,1,0,0,0,0,6,1,1,0,3,1,0,0,0,1,2,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000000134691,바이오더마 시카비오 포마드,민감성,184c3fe1005e402999b9d15608e00ad3,0,1,0,0,0,0,0,6,1,1,0,3,1,0,0,0,1,2,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000000134691,바이오더마 시카비오 포마드,트러블성,184c3fe1005e402999b9d15608e00ad3,0,0,0,0,0,0,1,6,1,1,0,3,1,0,0,0,1,2,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000000134691,바이오더마 시카비오 포마드,중성,184c3fe1005e402999b9d15608e00ad3,0,0,0,0,1,0,0,6,1,1,0,3,1,0,0,0,1,2,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000000145285,닥터디퍼런트 비타리프트-A 크림,건성,edf958c15abf99d7644c454a15f3e150,1,0,0,0,0,0,0,4,3,2,5,0,3,0,0,0,0,0,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0.0,0,0,0.0,1,0.30000000000000004,0,0.0,1,1,0,0.712450258048322,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.352450258048322,0.0,0.0
A000000145285,닥터디퍼런트 비타리프트-A 크림,약건성,edf958c15abf99d7644c454a15f3e150,0,0,0,1,0,0,0,4,3,2,5,0,3,0,0,0,0,0,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0.0,0,0,0.0,1,0.30000000000000004,0,0.0,1,1,0,0.712450258048322,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.352450258048322,0.0,0.0
A000000145285,닥터디퍼런트 비타리프트-A 크림,지성,edf958c15abf99d7644c454a15f3e150,0,0,0,0,0,1,0,4,3,2,5,0,3,0,0,0,0,0,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0.0,0,0,0.0,1,0.30000000000000004,0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25639747477898106,0.13115644676245553,0.0,0.0,0.0,0.0,0.0,0.0
A000000145285,닥터디퍼런트 비타리프트-A 크림,복합성,edf958c15abf99d7644c454a15f3e150,0,0,1,0,0,0,0,4,3,2,5,0,3,0,0,0,0,0,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0.0,0,0,0.0,1,0.30000000000000004,0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000000145285,닥터디퍼런트 비타리프트-A 크림,민감성,edf958c15abf99d7644c454a15f3e150,0,1,0,0,0,0,0,4,3,2,5,0,3,0,0,0,0,0,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0.0,0,0,0.0,1,0.30000000000000004,0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000000145285,닥터디퍼런트 비타리프트-A 크림,트러블성,edf958c15abf99d7644c454a15f3e150,0,0,0,0,0,0,1,4,3,2,5,0,3,0,0,0,0,0,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0.0,0,0,0.0,1,0.30000000000000004,0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000000145285,닥터디퍼런트 비타리프트-A 크림,중성,edf958c15abf99d7644c454a15f3e150,0,0,0,0,1,0,0,4,3,2,5,0,3,0,0,0,0,0,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0.0,0,0,0.0,1,0.30000000000000004,0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000000145331,닥터디퍼런트 세콜지 311 보습 장벽 크림,건성,5b49062d4bbc43bfda2f50c7f75c1347,1,0,0,0,0,0,0,8,3,0,8,0,1,0,0,0,0,1,1,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0,0,0.0,0,0,0.0,1,0.6511627906976745,0,0.0,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0
A000000145331,닥터디퍼런트 세콜지 311 보습 장벽 크림,약건성,5b49062d4bbc43bfda2f50c7f75c1347,0,0,0,1,0,0,0,8,3,0,8,0,1,0,0,0,0,1,1,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0,0,0.0,0,0,0.0,1,0.6511627906976745,0,0.0,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0
A000000145331,닥터디퍼런트 세콜지 311 보습 장벽 크림,지성,5b49062d4bbc43bfda2f50c7f75c1347,0,0,0,0,0,1,0,8,3,0,8,0,1,0,0,0,0,1,1,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0,0,0.0,0,0,0.0,1,0.6511627906976745,0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25639747477898106,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000000145331,닥터디퍼런트 세콜지 311 보습 장벽 크림,복합성,5b49062d4bbc43bfda2f50c7f75c1347,0,0,1,0,0,0,0,8,3,0,8,0,1,0,0,0,0,1,1,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0,0,0.0,0,0,0.0,1,0.6511627906976745,0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000000145331,닥터디퍼런트 세콜지 311 보습 장벽 크림,민감성,5b49062d4bbc43bfda2f50c7f75c1347,0,1,0,0,0,0,0,8,3,0,8,0,1,0,0,0,0,1,1,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0,0,0.0,0,0,0.0,1,0.6511627906976745,0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000000145331,닥터디퍼런트 세콜지 311 보습 장벽 크림,트러블성,5b49062d4bbc43bfda2f50c7f75c1347,0,0,0,0,0,0,1,8,3,0,8,0,1,0,0,0,0,1,1,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0,0,0.0,0,0,0.0,1,0.6511627906976745,0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000000145331,닥터디퍼런트 세콜지 311 보습 장벽 크림,중성,5b49062d4bbc43bfda2f50c7f75c1347,0,0,0,0,1,0,0,8,3,0,8,0,1,0,0,0,0,1,1,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0,0,0.0,0,0,0.0,1,0.6511627906976745,0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000000145333,닥터디퍼런트 113 세콜지 모이스처라이저,건성,10ebec6646b5d8153b6a0a7e1e78e6e7,1,0,0,0,0,0,0,8,3,0,8,0,2,0,0,0,0,1,1,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1,1,0.9302325581395349,0,0,0.0,1,0.13953488372093026,0,0.0,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0
A000000145333,닥터디퍼런트 113 세콜지 모이스처라이저,약건성,10ebec6646b5d8153b6a0a7e1e78e6e7,0,0,0,1,0,0,0,8,3,0,8,0,2,0,0,0,0,1,1,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1,1,0.9302325581395349,0,0,0.0,1,0.13953488372093026,0,0.0,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0
A000000145333,닥터디퍼런트 113 세콜지 모이스처라이저,지성,10ebec6646b5d8153b6a0a7e1e78e6e7,0,0,0,0,0,1,0,8,3,0,8,0,2,0,0,0,0,1,1,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1,1,0.9302325581395349,0,0,0.0,1,0.13953488372093026,0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9302325581395349,0.25639747477898106,0.0,0.0,0.0,0.0,0.7441860465116279,0.0,0.0
A000000145333,닥터디퍼런트 113 세콜지 모이스처라이저,복합성,10ebec6646b5d8153b6a0a7e1e78e6e7,0,0,1,0,0,0,0,8,3,0,8,0,2,0,0,0,0,1,1,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1,1,0.9302325581395349,0,0,0.0,1,0.13953488372093026,0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000000145333,닥터디퍼런트 113 세콜지 모이스처라이저,민감성,10ebec6646b5d8153b6a0a7e1e78e6e7,0,1,0,0,0,0,0,8,3,0,8,0,2,0,0,0,0,1,1,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1,1,0.9302325581395349,0,0,0.0,1,0.13953488372093026,0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000000145333,닥터디퍼런트 113 세콜지 모이스처라이저,트러블성,10ebec6646b5d8153b6a0a7e1e78e6e7,0,0,0,0,0,0,1,8,3,0,8,0,2,0,0,0,0,1,1,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1,1,0.9302325581395349,0,0,0.0,1,0.13953488372093026,0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.0,0.0
